9.374458908612753305e+01,1.083100854700854683e+02,1.454688845058076367e+02
9.337046814973635378e+01,1.081484097203609878e+02,1.455454614491199266e+02
9.287434905227252102e+01,1.075239456942348824e+02,1.445529568658313906e+02
9.225646659214032752e+01,1.067089001633846976e+02,1.435810559807378013e+02
9.197272974720155503e+01,1.064215831376951940e+02,1.430939615868804253e+02
9.174860925492818353e+01,1.061602280320747980e+02,1.425191697293686275e+02
9.192688364349646690e+01,1.063768069955659286e+02,1.423943700858787054e+02
9.125006793450707221e+01,1.055623233195840669e+02,1.412014187158553682e+02
9.118278089674680587e+01,1.054220503796629487e+02,1.408491403216860931e+02
9.083353715419039531e+01,1.050632628583523456e+02,1.402111192116836662e+02
9.007522120483412209e+01,1.042725983475150997e+02,1.390878075286718740e+02
8.957341950502316763e+01,1.037796151372213131e+02,1.384523286265621778e+02
8.901156389125698354e+01,1.031774291938998402e+02,1.376335739319885079e+02
8.870810064252695781e+01,1.028223293100342346e+02,1.371089743589743932e+02
8.837398853800124243e+01,1.024476712247412991e+02,1.365292934241977605e+02
8.813342416783869737e+01,1.021232712142522985e+02,1.359091801453350570e+02
8.772431120307932417e+01,1.017042333516626371e+02,1.352360865916128034e+02
8.702298420703958470e+01,1.008861581860536489e+02,1.340319741556785402e+02
8.640769015268244857e+01,1.001354566465891338e+02,1.328869519540551778e+02
8.610552328491006335e+01,9.962296841618449150e+01,1.321213928493772300e+02
8.572612472830178376e+01,9.914226736476599910e+01,1.314625603204330275e+02
8.551900887373859916e+01,9.889407989070154770e+01,1.310081229878527722e+02
8.536669979616937098e+01,9.866025301955762927e+01,1.306720718292537811e+02
8.548194512609168783e+01,9.874425343382112885e+01,1.307101740609514593e+02
8.546352261919111015e+01,9.877268952028825311e+01,1.306085580516818538e+02
8.543029220757510700e+01,9.876688938381575156e+01,1.305293712420660768e+02
8.561179210183625798e+01,9.900344481649794659e+01,1.305175629168992089e+02
8.574809082275989169e+01,9.909225381835445035e+01,1.305327857500858215e+02
8.590078374379545778e+01,9.922672143140675871e+01,1.306036664381157095e+02
8.592975407720986425e+01,9.924060845394299690e+01,1.305958328025530193e+02
8.592105613000919107e+01,9.920484810754558680e+01,1.303631995175237819e+02
9.239501615136134660e+01,1.073181091797843862e+02,1.435466210326616476e+02
9.188957000710738043e+01,1.067060446068975352e+02,1.427665625951873665e+02
9.197219707746022266e+01,1.066934336713623992e+02,1.425694864489430813e+02
9.170703375215568087e+01,1.061981892091647097e+02,1.418769483452410043e+02
9.123686867671014511e+01,1.054806444475732263e+02,1.408864814852062750e+02
9.051466868592362403e+01,1.045557727225872355e+02,1.397239630824855396e+02
9.008738462498735089e+01,1.039778573602041405e+02,1.388937730652497748e+02
8.983929062893692219e+01,1.037055683690279153e+02,1.385616707045256533e+02
8.965483093635256751e+01,1.034871404528763748e+02,1.381444346695226955e+02
8.932748695808598427e+01,1.031482093601966454e+02,1.374010500989385264e+02
8.901028183371600733e+01,1.027969887867875940e+02,1.366480892070081268e+02
8.863277045161103729e+01,1.023302142722432961e+02,1.360093317955636962e+02
8.907739124171718004e+01,1.028674913569576717e+02,1.365526829443963948e+02
8.926363902766755132e+01,1.030774813988893044e+02,1.365749476452887166e+02
8.953978060863414612e+01,1.033235527246992689e+02,1.367310934182590927e+02
8.953714496885227447e+01,1.033247668320839239e+02,1.365946890507866556e+02
8.950918393755200952e+01,1.032848524484672623e+02,1.362962606755403669e+02
8.979535902383067025e+01,1.034975126453564087e+02,1.364551285393960427e+02
9.018284262906894355e+01,1.038649111894395674e+02,1.367609855553251634e+02
9.023010173856172855e+01,1.039316560681863848e+02,1.366680227242375452e+02
9.023199045608883750e+01,1.039405204966368643e+02,1.365510453097862182e+02
8.994158950617281789e+01,1.034512546967256128e+02,1.358876912238325758e+02
8.971979210199882004e+01,1.031101580794312014e+02,1.353539771935759575e+02
8.992176821952091359e+01,1.032149205748865342e+02,1.351770730085032994e+02
8.992366923659531608e+01,1.032050990749551573e+02,1.350696534804082489e+02
9.032333294833303228e+01,1.035590654757321829e+02,1.353673737840405238e+02
9.020468997901630814e+01,1.034186434822663330e+02,1.352040726239828530e+02
9.066224515719272858e+01,1.037946141632263561e+02,1.355621562400762059e+02
9.081367847032649365e+01,1.039324069861490045e+02,1.356411858002225017e+02
9.083886863946912626e+01,1.041459871644468365e+02,1.355502568992666284e+02
9.104152836380683311e+01,1.042929020159399727e+02,1.357141959681200376e+02
9.114926502647152518e+01,1.043626378075366716e+02,1.357373902211150209e+02
9.134031441232323800e+01,1.045351867482590364e+02,1.358016086789222641e+02
9.115036014405771425e+01,1.042497803245009038e+02,1.354930322644522107e+02
9.110283351993805923e+01,1.041110953898396332e+02,1.352652687722232940e+02
9.132744742101687052e+01,1.042900844075275870e+02,1.354224257537695451e+02
9.149771394418200998e+01,1.043898400216014295e+02,1.354946709262850959e+02
9.413835258162157515e+01,1.088258502201902758e+02,1.452123231025636017e+02
9.338136114087328110e+01,1.080536964592729703e+02,1.442183780596185727e+02
9.227681531279324645e+01,1.066399544031933146e+02,1.423735675473185722e+02
9.129530812324924227e+01,1.055764666977902664e+02,1.407632119514473175e+02
9.096822001527881696e+01,1.050872994652405339e+02,1.400898701298701212e+02
9.046190157348507910e+01,1.046169847115276923e+02,1.391243239221811336e+02
9.029931672025725220e+01,1.042982424729612205e+02,1.385137715580239899e+02
